title,address,city,state,postal_code,price,facts and features,real estate provider,url
Apartment For Sale,1841 45 Powell St,San Francisco,CA,94133,"$3,650,000","Studio , -- ba , 5,100 sqft",Colliers International,https://www.zillow.com/homedetails/1841-45-Powell-St-San-Francisco-CA-94133/2090711897_zpid/
House For Sale,824 Green St,San Francisco,CA,94133,"$4,295,000","4 bds , 4.5 ba , 2,658 sqft",Pacific Union International,https://www.zillow.com/homedetails/824-Green-St-San-Francisco-CA-94133/15065903_zpid/
Condo For Sale,439 Greenwich St # 17,San Francisco,CA,94133,"$488,000","Studio , 1 ba , 404 sqft",,https://www.zillow.com/homedetails/439-Greenwich-St-17-San-Francisco-CA-94133/15065178_zpid/
Condo For Sale,970 Union St,San Francisco,CA,94133,"$1,050,000","2 bds , 1 ba , 1,100 sqft",,https://www.zillow.com/homedetails/970-Union-St-San-Francisco-CA-94133/15065556_zpid/
Apartment For Sale,2028-2030 Leavenworth St,SAN FRANCISCO,CA,94133,"$9,500,000","Studio , -- ba , 4,816 sqft",GPK Luxury Real Estate,https://www.zillow.com/homedetails/2028-2030-Leavenworth-St-San-Francisco-CA-94133/15065514_zpid/
Apartment For Sale,1219 Kearny St,San Francisco,CA,94133,"$2,550,000","Studio , -- ba , 3,240 sqft","TRI Investment Services, Inc.",https://www.zillow.com/homedetails/1219-Kearny-St-San-Francisco-CA-94133/2090796937_zpid/
Condo For Sale,947 Green St # 6,San Francisco,CA,94133,"$7,495,000","2 bds , 1.5 ba , -- sqft",Zephyr Real Estate,https://www.zillow.com/homedetails/947-Green-St-6-San-Francisco-CA-94133/63196052_zpid/
Condo For Sale,401 Union St APT 203,San Francisco,CA,94133,"$798,000","1 bd , 1 ba , 669 sqft",Zinchik Real Estate Group,https://www.zillow.com/homedetails/401-Union-St-APT-203-San-Francisco-CA-94133/15065838_zpid/
Condo For Sale,879 Greenwich St,San Francisco,CA,94133,"$999,000","2 bds , 1 ba , 1,193 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/879-Greenwich-St-San-Francisco-CA-94133/15065314_zpid/
Condo For Sale,594 Lombard St,San Francisco,CA,94133,"$3,000,000","3 bds , 3.5 ba , -- sqft",Envisage Real Estate,https://www.zillow.com/homedetails/594-Lombard-St-San-Francisco-CA-94133/2090913384_zpid/
Condo For Sale,1919 Grant Ave,San Francisco,CA,94133,"$1,695,000","2 bds , 2 ba , -- sqft",Pacific Union International Inc.,https://www.zillow.com/homedetails/1919-Grant-Ave-San-Francisco-CA-94133/2090913387_zpid/
Apartment For Sale,590-594 Lombard St,SAN FRANCISCO,CA,94133,"$9,500,000","Studio , -- ba , 3,000 sqft",Envisage Real Estate,https://www.zillow.com/homedetails/590-594-Lombard-St-San-Francisco-CA-94133/15064423_zpid/
Condo For Sale,592 Lombard St,San Francisco,CA,94133,"$3,000,000","3 bds , 3 ba , -- sqft",Envisage Real Estate,https://www.zillow.com/homedetails/592-Lombard-St-San-Francisco-CA-94133/2090916926_zpid/
Condo For Sale,590 Lombard St,San Francisco,CA,94133,"$3,000,000","3 bds , 3 ba , -- sqft",Envisage Real Estate,https://www.zillow.com/homedetails/590-Lombard-St-San-Francisco-CA-94133/2090916961_zpid/
Condo For Sale,369 Green St,San Francisco,CA,94133,"$424,900","Studio , 1 ba , -- sqft",Coldwell Banker Residential Brokerage - San Francisco Lombard,https://www.zillow.com/homedetails/369-Green-St-San-Francisco-CA-94133/2093913149_zpid/
Condo For Sale,999 Green St APT 1204,San Francisco,CA,94133,"$2,595,000","2 bds , 2 ba , 1,681 sqft",,https://www.zillow.com/homedetails/999-Green-St-APT-1204-San-Francisco-CA-94133/15066358_zpid/
Condo For Sale,999 Green St APT 1403,San Francisco,CA,94133,"$1,595,000","1 bd , 1 ba , 937 sqft",Sotheby's International Realty - San Francisco Brokerage,https://www.zillow.com/homedetails/999-Green-St-APT-1403-San-Francisco-CA-94133/15066362_zpid/
Condo For Sale,878 Lombard St,San Francisco,CA,94133,"$1,095,000","2 bds , 1 ba , -- sqft",Pacific Union International Inc.,https://www.zillow.com/homedetails/878-Lombard-St-San-Francisco-CA-94133/2099287899_zpid/
For Sale by Owner,733 Chestnut St APT 7,San Francisco,CA,94133,"$739,900","1 bd , 1 ba , 660 sqft",,https://www.zillow.com/homedetails/733-Chestnut-St-APT-7-San-Francisco-CA-94133/2132662637_zpid/
Condo For Sale,1020 Union St APT 19,San Francisco,CA,94133,"$1,399,000","1 bd , 1 ba , -- sqft",Ackerman Realty Group,https://www.zillow.com/homedetails/1020-Union-St-APT-19-San-Francisco-CA-94133/80736121_zpid/
Condo For Sale,25 Medau Pl,San Francisco,CA,94133,"$788,000","1 bd , 1 ba , 750 sqft",CR Realty,https://www.zillow.com/homedetails/25-Medau-Pl-San-Francisco-CA-94133/15065202_zpid/
Apartment For Sale,648 656 Pacific Ave,San Francisco,CA,94133,"$4,150,000","Studio , -- ba , 15,039 sqft","Hogan & Vest, Inc.",https://www.zillow.com/homedetails/648-656-Pacific-Ave-San-Francisco-CA-94133/2091206054_zpid/
Co-op For Sale,1020 Union St APT 3,San Francisco,CA,94133,"$1,258,750","1 bd , 1 ba , 1,180 sqft",Pacific Union International Inc.,https://www.zillow.com/homedetails/1020-Union-St-APT-3-San-Francisco-CA-94133/80735518_zpid/
Apartment For Sale,949 53 Lombard St,San Francisco,CA,94133,"$4,895,000","Studio , -- ba , 4,626 sqft",The Agency,https://www.zillow.com/homedetails/949-53-Lombard-St-San-Francisco-CA-94133/2091218261_zpid/
Condo For Sale,1070 Green St APT 201,San Francisco,CA,94133,"$2,995,000","2 bds , 2 ba , 1,616 sqft",Pacific Union International Inc.,https://www.zillow.com/homedetails/1070-Green-St-APT-201-San-Francisco-CA-94133/15066001_zpid/
